Rotation,Angle (deg),Distance (mm)
124.6,330.9,2541.2
124.6,333.4,2489.0
124.6,335.9,2439.2
124.6,338.4,2398.2
124.6,340.9,2360.8
124.6,343.4,2326.2
124.6,345.8,2296.8
124.6,348.3,2285.8
124.6,350.8,2265.8
124.6,353.3,2263.2
124.6,355.8,2255.0
124.6,358.2,2241.5
124.6,0.7,2241.5
124.6,3.2,2242.8
124.6,5.6,2259.2
124.6,8.1,2282.8
124.6,10.6,2300.5
124.6,13.0,2321.0
124.6,15.5,2359.5
124.6,17.9,2392.5
124.6,20.4,2433.5
124.6,22.8,2480.2
124.6,25.3,2530.0
124.6,27.8,2588.0
124.6,30.2,2658.5
124.6,32.7,2733.5
124.6,35.2,2809.8
124.6,37.7,2911.0
124.6,40.2,3021.2
124.6,42.6,3143.5
124.6,45.0,3302.0
124.6,47.5,3470.0
124.6,50.0,3662.2
124.6,52.4,3877.0
124.6,54.9,4049.5
124.6,57.4,3952.5
124.6,59.9,3869.2
124.2,62.3,3944.5
124.2,72.3,3255.0
124.2,74.8,3222.5
124.2,77.3,3054.8
124.2,79.8,2999.5
124.2,82.2,2964.0
124.2,84.8,2964.0
124.2,92.3,2864.8
124.2,97.3,2764.2
124.2,105.0,2034.2
124.2,114.9,420.0
124.2,120.9,346.2
124.2,134.4,249.0
124.2,137.4,241.2
124.2,218.4,234.2
124.2,219.2,240.2
124.2,222.7,248.8
124.2,223.5,257.5
124.2,226.2,270.8
124.2,228.2,280.2
124.2,230.8,294.5
124.2,268.4,1920.5
124.2,270.8,1947.0
124.2,273.3,2015.0
124.2,275.5,2951.2
124.2,278.0,2981.0
124.2,280.5,3002.5
124.2,282.9,3038.2
124.2,285.4,3059.2
124.2,287.9,3115.2
124.2,290.3,3178.8
124.2,292.8,3240.8
124.2,295.3,3308.8
124.2,297.7,3388.8
124.2,300.1,3477.5
124.2,302.6,3597.0
124.2,305.0,3688.0
124.2,307.5,3632.8
124.2,310.0,3452.8
124.2,312.5,3274.5
124.2,314.9,3136.0
124.2,317.4,3010.5
124.2,319.9,2892.0
124.2,322.4,2788.5
124.2,325.0,2708.5
124.2,327.4,2632.5
124.2,329.9,2566.2
124.2,332.4,2505.8
124.2,334.9,2461.8
124.2,337.4,2416.8
124.2,339.9,2378.2
124.2,342.4,2344.0
124.2,344.8,2307.2
124.2,347.3,2289.8
124.2,349.8,2270.5
124.2,352.3,2262.5
124.2,354.8,2245.8
124.2,357.2,2240.5
124.2,359.7,2240.0
124.2,2.2,2241.8
124.2,4.6,2258.5
124.2,7.1,2272.2
124.2,9.5,2294.8
124.2,12.0,2307.2
124.2,14.5,2347.5
124.2,16.9,2381.5
124.2,19.4,2417.8
124.2,21.8,2459.5
124.2,24.3,2507.8
124.2,26.8,2566.8
124.2,29.2,2625.8
124.2,31.7,2701.8
124.2,34.1,2770.2
124.2,36.7,2865.5
124.2,39.1,2981.0
124.2,41.6,3088.0
124.2,44.0,3240.2
124.2,46.5,3393.5
124.2,49.0,3579.2
124.2,51.4,3790.2
124.2,53.9,4023.5
124.2,56.3,4003.2
124.2,58.8,3918.8
124.2,61.3,3913.8
124.2,73.8,3205.2
124.2,76.3,3073.8
124.2,78.7,3445.2
124.2,83.8,2949.2
124.2,86.3,2947.0
124.2,91.3,2958.5
124.2,93.8,2799.8
124.2,96.3,2765.8
124.2,98.7,3008.8
124.2,103.9,2183.5
124.2,116.6,393.0
124.2,119.7,362.2
124.2,133.7,255.5
124.2,136.7,244.2
124.2,216.4,238.5
124.2,219.8,235.5
124.2,221.1,245.5
124.2,224.0,252.5
124.2,224.8,264.2
124.2,228.1,276.8
124.2,230.2,290.0
124.2,231.8,303.5
124.2,267.2,1946.5
124.2,269.8,1923.2
124.2,272.2,1984.8
124.2,274.4,2940.0
124.2,276.9,2977.2
124.2,279.4,2996.0
124.2,281.9,3023.2
124.2,284.3,3058.8
124.2,286.8,3106.0
124.2,289.3,3162.2
124.2,291.8,3197.8
124.2,294.2,3287.2
124.2,296.7,3366.2
124.2,299.1,3452.2
124.2,301.5,3550.5
124.2,304.0,3654.2
124.2,306.4,3713.2
124.2,308.9,3522.2
124.2,311.4,3355.8
124.2,313.9,3192.8
124.2,316.4,3058.0
124.2,318.8,2945.5
124.2,321.3,2839.0
124.2,323.9,2743.2
124.2,326.4,2670.0
124.2,328.9,2605.5
124.2,331.3,2538.2
124.2,333.9,2477.2
124.2,336.3,2432.2
124.2,338.8,2394.5
124.2,341.3,2350.0
124.2,343.8,2317.8
124.2,346.2,2297.8
124.2,348.8,2272.5
124.2,351.2,2263.8
124.2,353.7,2245.8
124.2,356.1,2245.0
124.2,358.6,2239.8
124.2,1.1,2243.2
124.2,3.6,2255.0
124.2,6.1,2264.0
124.2,8.5,2284.0
124.2,10.9,2296.2
124.2,13.5,2326.5
124.2,15.9,2358.2
124.2,18.3,2398.8
124.2,20.8,2442.5
124.2,23.2,2487.2
124.2,25.7,2533.0
124.2,28.2,2601.5
124.2,30.6,2667.0
124.2,33.1,2741.5
124.2,35.6,2830.2
124.2,38.1,2938.2
124.2,40.5,3047.5
124.2,43.0,3175.8
124.2,45.5,3324.8
124.2,47.9,3508.8
124.2,50.4,3698.8
124.2,52.8,3919.5
123.8,55.3,4048.5
123.8,57.8,3946.0
123.8,60.3,3874.2
123.8,62.7,3929.5
123.8,72.7,3224.0
123.8,75.2,3114.8
123.8,82.7,2986.2
123.8,85.3,2957.5
123.8,87.7,2973.8
123.8,90.2,2981.8
123.8,92.8,2849.0
123.8,95.2,2787.2
123.8,105.4,1988.2
123.8,115.2,415.0
123.8,136.3,247.0
123.8,137.7,238.0
123.8,218.8,234.2
123.8,220.4,239.5
123.8,222.6,249.5
123.8,224.3,259.8
123.8,226.7,272.5
123.8,229.2,280.5
123.8,231.4,293.5
123.8,268.8,1902.2
123.8,271.2,1960.8
123.8,273.6,2037.8
123.8,275.9,2961.5
123.8,278.4,2990.5
123.8,280.9,3006.0
123.8,283.3,3043.0
123.8,285.8,3084.8
123.8,288.3,3129.8
123.8,290.8,3195.8
123.8,293.2,3265.2
123.8,295.7,3327.2
123.8,298.1,3428.8
123.8,300.5,3514.0
123.8,303.0,3615.0
123.8,305.4,3743.5
123.8,307.9,3591.5
123.8,310.4,3412.5
123.8,312.9,3257.0
123.8,315.3,3117.2
123.8,317.9,2990.8
123.8,320.3,2886.2
123.8,322.9,2778.0
123.8,325.3,2698.8
123.8,327.8,2631.8
123.8,330.3,2561.2
123.8,332.8,2500.5
123.8,335.3,2454.2
123.8,337.8,2416.0
123.8,340.3,2368.8
123.8,342.7,2329.0
123.8,345.2,2295.5
123.8,347.7,2289.8
123.8,350.2,2271.0
123.8,352.6,2260.2
123.8,355.1,2243.8
123.8,357.6,2241.5
123.8,0.1,2242.0
123.8,2.5,2242.5
123.8,5.0,2256.5
123.8,7.5,2279.0
123.8,9.9,2294.0
123.8,12.4,2319.5
123.8,14.9,2350.0
123.8,17.3,2385.0
123.8,19.8,2422.0
123.8,22.2,2468.0
123.8,24.7,2512.2
123.8,27.2,2570.8
123.8,29.6,2645.2
123.8,32.1,2707.8
123.8,34.6,2792.5
123.8,37.1,2884.2
123.8,39.5,2999.5
123.8,42.0,3120.5
123.8,44.4,3265.8
123.8,46.9,3431.8
123.8,49.3,3609.0
123.8,51.8,3835.5
123.8,54.2,4057.0
123.8,56.8,4004.8
123.8,59.2,3920.0
123.8,61.7,3912.2
123.8,76.7,3013.0
123.8,79.1,2995.2
123.8,81.6,2987.0
123.8,84.2,2958.8
123.8,86.7,2952.5
123.8,89.2,2984.8
123.8,91.7,2976.2
123.8,94.2,2810.0
123.8,96.7,2780.5
123.8,99.1,3023.2
123.8,104.3,2113.2
123.8,117.2,387.8
123.8,119.9,353.5
123.8,138.4,241.5
123.8,218.0,237.5
123.8,218.5,237.2
123.8,221.6,247.8
123.8,224.1,257.2
123.8,226.4,268.5
123.8,228.5,277.2
123.8,230.2,293.5
123.8,232.0,306.8
123.8,267.7,1923.5
123.8,270.2,1929.0
123.8,272.6,1997.0
123.8,274.9,2954.8
123.8,277.4,2983.5
123.8,279.8,3009.5
123.8,282.3,3041.8
123.8,284.8,3072.2
123.8,287.2,3121.8
123.8,289.7,3174.2
123.8,292.2,3237.2
123.8,294.6,3311.5
123.8,297.1,3377.8
123.8,299.5,3477.0
123.8,301.9,3580.0
123.8,304.4,3682.8
123.8,306.9,3685.2
123.8,309.4,3498.8
123.8,311.9,3314.5
123.8,314.3,3172.0
123.8,316.8,3044.5
123.8,319.3,2930.0
123.8,321.8,2814.5
123.8,324.3,2734.0
123.8,326.8,2657.0
123.8,329.3,2584.0
123.8,331.8,2524.8
123.8,334.3,2474.5
123.8,336.8,2425.8
123.8,339.2,2388.0
123.8,341.7,2347.2
123.8,344.2,2307.8
123.8,346.7,2292.0
123.8,349.1,2278.8
123.8,351.7,2262.2
123.8,354.1,2255.5
123.8,356.6,2242.5
123.8,359.1,2242.0
123.8,1.6,2242.0
123.8,4.0,2245.5
123.8,6.5,2269.5
123.8,8.9,2289.5
123.8,11.4,2305.2
123.8,13.9,2331.5
123.6,16.3,2366.2
123.6,18.8,2414.0
123.6,21.3,2448.2
123.6,23.7,2497.8
123.6,26.2,2545.5
123.6,28.6,2614.5
123.6,31.1,2677.8
123.6,33.5,2750.2
123.6,36.0,2842.0
123.6,38.5,2955.5
123.6,41.0,3069.2
123.6,43.4,3204.2
123.6,45.9,3366.8
123.6,48.4,3535.5
123.6,50.8,3743.0
123.6,53.2,3960.5
123.6,55.7,4051.8
123.6,58.2,3962.8
123.6,60.7,3865.2
123.6,70.7,3106.5
123.6,73.2,3070.0
123.6,75.7,3031.0
123.6,78.2,3010.8
123.6,80.6,2990.8
123.6,83.2,2984.8
123.6,85.7,2953.8
123.6,88.2,2961.5
123.6,90.7,2984.0
123.6,95.7,2787.0
123.6,98.1,3023.5
123.6,105.9,1939.2
123.6,115.9,398.8
123.6,118.7,371.8
123.6,135.8,244.0
123.6,217.8,236.2
123.6,220.5,240.2
123.6,222.7,251.8
123.6,225.4,260.5
123.6,227.6,273.2
123.6,228.9,281.5
123.6,231.2,298.2
123.6,269.2,1919.0
123.6,271.6,1966.8
123.6,273.8,2960.2
123.6,276.3,2987.5
123.6,278.8,3008.2
123.6,281.2,3038.8
123.6,283.7,3062.0
123.6,286.2,3100.8
123.6,288.7,3164.8
123.6,291.1,3206.8
123.6,293.6,3289.0
123.6,296.1,3361.8
123.6,298.5,3442.5
123.6,300.9,3531.2
123.6,303.4,3654.8
123.6,305.8,3757.2
123.6,308.3,3572.0
123.6,310.8,3388.8
123.6,313.3,3236.2
123.6,315.8,3082.0
123.6,318.2,2968.2
123.6,320.7,2862.8
123.6,323.3,2764.2
123.6,325.8,2687.8
123.6,328.2,2615.5
123.6,330.8,2546.0
123.6,333.2,2493.5
123.6,335.7,2442.8
123.6,338.2,2401.5
123.6,340.6,2362.8
123.6,343.1,2327.2
123.6,345.6,2294.8
123.6,348.1,2283.5
123.6,350.6,2269.0
123.6,353.0,2259.5
123.6,355.5,2244.0
123.6,358.0,2242.5
123.6,0.5,2243.2
123.6,3.0,2243.5
123.6,5.4,2261.2
123.6,7.9,2281.0
123.6,10.3,2298.0
123.6,12.8,2316.5
123.6,15.2,2352.8
123.6,17.7,2391.8
123.6,20.2,2429.2
123.6,22.6,2476.2
123.6,25.1,2515.8
123.6,27.6,2578.2
123.6,30.0,2651.2
123.6,32.5,2722.8
123.6,35.0,2802.5
123.6,37.5,2904.5
123.6,39.9,3018.2
123.6,42.4,3136.0
123.6,44.8,3288.5
123.6,47.3,3462.5
123.6,49.7,3658.5
123.6,52.2,3861.0
123.6,54.6,4105.2
123.6,57.1,4007.8
123.6,59.6,3916.5
123.6,62.1,3877.0
123.6,64.7,3231.0
123.6,67.1,3172.5
123.6,72.1,3088.0
123.6,74.6,3051.2
123.6,77.1,3033.2
123.6,79.5,3003.8
123.6,82.0,2989.2
123.6,84.6,2961.0
123.6,87.1,2987.5
123.6,89.5,2986.2
123.6,92.1,2993.0
123.6,94.6,2804.8
123.6,97.0,3013.5
123.6,104.7,2075.2
123.6,111.9,467.5
123.6,117.4,378.5
123.6,120.6,350.5
123.6,139.0,240.5
123.6,216.4,234.8
123.6,220.6,240.8
123.6,222.6,246.2
123.6,224.7,256.5
123.6,226.0,270.8
123.6,228.3,279.8
123.6,233.2,0.0
123.6,235.7,0.0
123.6,268.0,1908.0
123.6,270.5,1941.5
123.6,272.9,2018.0
123.6,275.2,2984.8
123.6,277.7,2992.2
123.6,280.1,3034.2
123.6,282.6,3056.5
123.6,285.1,3100.0
123.6,287.5,3156.0
123.6,290.0,3190.0
123.6,292.5,3238.8
123.6,295.0,3329.5
123.6,297.4,3400.2
123.6,299.8,3513.5
123.6,302.3,3596.2
123.6,304.7,3736.5
123.6,307.2,3659.8
123.6,309.7,3464.2
123.6,312.1,3294.8
123.6,314.6,3149.2
123.6,317.1,3024.5
123.6,319.6,2914.0
123.6,322.1,2804.2
123.6,324.6,2717.5
123.6,327.1,2651.0
123.6,329.6,2577.0
123.6,332.1,2523.0
123.6,334.6,2467.2
123.6,337.1,2422.5
123.6,339.5,2384.5
123.6,342.1,2336.2
123.6,344.5,2306.8
123.6,347.0,2293.8
123.6,349.5,2272.8
123.6,351.9,2260.8
123.6,354.4,2251.5
123.6,356.9,2241.5
123.6,359.4,2242.5
123.6,1.8,2242.2
123.6,4.3,2256.2
123.6,6.8,2269.0
123.6,9.2,2290.2
123.6,11.7,2306.2
123.6,14.2,2344.0
123.6,16.6,2368.8
123.6,19.1,2413.0
123.6,21.5,2459.2
123.6,24.0,2502.2
123.6,26.5,2552.2
123.6,28.9,2616.5
123.6,31.4,2690.5
123.6,33.8,2766.0
123.6,36.4,2857.2
123.6,38.8,2961.5
123.6,41.3,3075.5
123.6,43.7,3225.0
123.6,46.2,3377.8
123.6,48.6,3554.2
123.6,51.1,3759.2
123.6,53.5,3976.8
123.2,56.0,4058.5
123.2,58.5,3959.8
123.2,61.0,3873.5
123.2,66.0,3209.8
123.2,68.5,3167.0
123.2,71.0,3112.0
123.2,73.5,3065.0
123.2,76.0,3032.8
123.2,78.4,3010.8
123.2,80.9,3006.0
123.2,83.5,2993.0
123.2,86.0,2983.0
123.2,88.5,2990.5
123.2,90.9,3001.2
123.2,93.4,2848.8
123.2,96.0,2799.0
123.2,98.4,3053.5
123.2,106.2,1911.5
123.2,116.1,399.5
123.2,119.3,363.0
123.2,135.8,246.8
123.2,219.2,236.8
123.2,220.2,241.0
123.2,222.4,251.5
123.2,225.1,262.5
123.2,227.0,273.0
123.2,229.4,289.5
123.2,231.6,303.0
123.2,269.4,1921.0
123.2,271.9,1983.8
123.2,274.1,2982.2
123.2,276.6,2992.5
123.2,279.0,3011.8
123.2,281.5,3045.8
123.2,284.0,3076.5
123.2,286.5,3127.0
123.2,288.9,3180.8
123.2,291.4,3241.2
123.2,293.9,3309.2
123.2,296.3,3385.8
123.2,298.7,3463.2
123.2,301.1,3581.2
123.2,303.6,3674.8
123.2,306.1,3748.2
123.2,308.5,3541.0
123.2,311.0,3372.8
123.2,313.5,3210.2
123.2,316.0,3074.2
123.2,318.5,2958.5
123.2,321.0,2847.0
123.2,323.5,2752.5
123.2,326.0,2677.0
123.2,328.5,2609.2
123.2,331.0,2538.5
123.2,333.5,2491.5
123.2,336.0,2435.2
123.2,338.4,2397.5
123.2,341.0,2361.0
123.2,343.4,2327.2
123.2,345.9,2294.2
123.2,348.4,2284.8
123.2,350.8,2266.8
123.2,353.3,2254.2
123.2,355.8,2242.0
123.2,358.3,2240.8
123.2,0.8,2241.2
123.2,3.2,2242.0
123.2,5.7,2263.0
123.2,8.2,2281.5
123.2,10.6,2296.5
123.2,13.1,2324.5
123.2,15.5,2355.5
123.2,18.0,2397.0
123.2,20.5,2434.2
123.2,22.9,2477.5
123.2,25.4,2531.2
123.2,27.8,2592.8
123.2,30.3,2662.5
123.2,32.8,2735.8
123.2,35.3,2815.0
123.2,37.7,2915.2
123.2,40.2,3026.8
123.2,42.6,3163.2
123.2,45.1,3304.5
123.2,47.6,3472.2
123.2,50.0,3676.5
123.2,52.5,3877.8
123.2,54.9,4111.5
123.2,57.4,4010.8
123.2,59.9,3915.0
123.2,62.4,3841.0
123.2,67.4,3184.0
123.2,69.9,3154.5
123.2,72.4,3102.8
123.2,74.8,3062.5
123.2,77.3,3046.2
123.2,79.8,3016.0
123.2,82.3,3002.5
123.2,84.9,2995.5
123.2,87.4,2994.8
123.2,89.9,2996.0
123.2,92.4,3005.5
123.2,94.9,2830.2
123.2,97.3,3041.8
123.2,105.0,2028.0
123.2,112.2,461.0
123.2,115.1,411.2
123.2,117.8,372.0
123.2,120.9,346.2
123.2,134.6,250.8
123.2,139.1,239.8
123.2,218.4,234.5
123.2,219.5,241.5
123.2,221.4,249.2
123.2,225.3,257.2
123.2,226.0,271.2
123.2,228.7,284.2
123.2,230.7,295.0
123.2,268.4,1901.2
123.2,270.8,1959.0
123.2,273.0,2989.2
123.2,275.6,2996.5
123.2,278.0,3010.8
123.2,280.5,3041.8
123.2,283.0,3064.2
123.2,285.5,3115.8
123.2,287.9,3170.5
123.2,290.4,3227.0
123.2,292.9,3285.8
123.2,295.3,3359.5
123.2,297.8,3447.0
123.2,300.1,3532.0
123.2,302.6,3657.2
123.2,305.1,3766.5
123.2,307.5,3620.5
123.2,310.0,3438.5
123.2,312.5,3269.8
123.2,315.0,3127.5
123.2,317.5,3010.5
123.2,320.0,2897.2
123.2,322.5,2786.2
123.2,325.0,2709.0
123.2,327.5,2634.5
123.2,330.0,2570.5
123.2,332.5,2507.8
123.2,335.0,2460.5
123.2,337.4,2416.0
123.2,339.9,2368.8
123.2,342.4,2334.5
123.2,344.9,2308.2
123.2,347.4,2289.2
123.2,349.9,2270.5
123.2,352.3,2260.2
123.2,354.8,2255.2
123.2,357.3,2242.2
123.2,359.8,2239.0
123.2,2.2,2242.2
123.2,4.7,2256.0
123.2,7.2,2271.8
123.2,9.6,2290.8
123.2,12.0,2315.8
123.2,14.5,2346.5
123.2,17.0,2380.0
123.2,19.5,2421.5
123.2,21.9,2462.0
123.2,24.4,2508.0
123.2,26.8,2566.5
123.2,29.3,2630.8
123.2,31.7,2703.0
123.2,34.2,2778.2
123.2,36.7,2879.5
123.2,39.2,2988.2
123.2,41.7,3107.8
123.2,44.1,3250.2
123.2,46.6,3403.5
123.2,49.0,3591.0
123.2,51.5,3791.0
123.2,53.9,4026.5
123.2,56.4,4046.2
123.2,58.9,3941.0
123.2,61.4,3852.0
123.2,63.9,3287.8
123.2,66.4,3208.8
123.2,68.9,3164.2
123.2,71.4,3118.5
123.2,73.8,3077.5
123.2,76.3,3047.0
123.2,78.8,3024.5
123.2,81.3,3010.5
123.2,83.9,3003.0
123.2,86.3,3000.5
123.2,88.8,3003.8
123.2,91.3,3010.0
123.2,96.3,3032.0
122.8,98.8,3063.8
122.8,104.0,2150.0
122.8,116.9,392.0
122.8,119.8,361.5
122.8,136.1,244.0
122.8,217.4,238.8
122.8,219.0,235.0
122.8,221.5,246.2
122.8,222.7,253.8
122.8,225.1,265.0
122.8,228.2,276.0
122.8,229.9,292.0
122.8,231.7,305.8
122.8,260.1,1470.0
122.8,267.3,1940.2
122.8,269.8,1928.8
122.8,272.3,1998.2
122.8,274.5,2992.2
122.8,277.0,3008.8
122.8,279.5,3037.8
122.8,282.0,3062.5
122.8,284.4,3111.0
122.8,286.9,3164.8
122.8,289.4,3204.2
122.8,291.8,3265.8
122.8,294.3,3329.0
122.8,296.8,3425.0
122.8,299.2,3493.2
122.8,301.6,3613.8
122.8,304.0,3709.5
122.8,306.5,3707.5
122.8,309.0,3518.8
122.8,311.5,3340.2
122.8,314.0,3191.5
122.8,316.5,3053.8
122.8,319.0,2943.2
122.8,321.4,2833.5
122.8,324.0,2742.8
122.8,326.5,2666.0
122.8,329.0,2588.8
122.8,331.5,2532.0
122.8,333.9,2478.5
122.8,336.4,2427.0
122.8,338.9,2392.5
122.8,341.4,2349.0
122.8,343.8,2317.0
122.8,346.3,2295.5
122.8,348.8,2271.5
122.8,351.3,2263.0
122.8,353.8,2253.2
122.8,356.3,2240.5
122.8,358.7,2241.2
122.8,1.2,2243.2
122.8,3.7,2245.8
122.8,6.1,2261.2
122.8,8.6,2286.5
122.8,11.0,2298.0
122.8,13.5,2326.2
122.8,15.9,2363.2
122.8,18.4,2398.2
122.8,20.9,2438.8
122.8,23.3,2489.2
122.8,25.8,2538.5
122.8,28.3,2605.8
122.8,30.7,2666.2
122.8,33.1,2745.2
122.8,35.7,2829.5
122.8,38.1,2936.8
122.8,40.6,3055.2
122.8,43.1,3182.5
122.8,45.5,3328.0
122.8,48.0,3511.8
122.8,50.4,3698.0
122.8,52.9,3927.2
122.8,55.3,4076.2
122.8,57.8,3960.5
122.8,60.3,3863.8
122.8,62.8,3325.8
122.8,65.3,3242.2
122.8,67.8,3187.0
122.8,70.3,3162.8
122.8,72.8,3106.5
122.8,75.3,3075.0
122.8,77.7,3051.5
122.8,80.2,3018.8
122.8,82.8,3011.8
122.8,85.3,3013.5
122.8,87.8,3000.8
122.8,90.2,3011.2
122.8,92.7,3018.2
122.8,95.2,3032.0
122.8,97.7,3056.0
122.8,105.4,1983.2
122.8,112.5,456.2
122.8,115.6,402.2
122.8,118.4,372.8
122.8,121.0,334.5
122.8,124.4,310.5
122.8,135.8,249.2
122.8,138.4,238.5
122.8,218.8,235.2
122.8,220.3,239.5
122.8,221.6,250.0
122.8,224.4,259.8
122.8,226.2,273.0
122.8,229.2,283.2
122.8,230.8,298.8
122.8,261.6,1469.0
122.8,268.8,1907.5
122.8,271.2,1970.2
122.8,273.4,3000.0
122.8,275.9,3009.5
122.8,278.4,3029.8
122.8,280.9,3056.5
122.8,283.4,3094.2
122.8,285.8,3144.5
122.8,288.3,3190.5
122.8,290.8,3246.8
122.8,293.2,3312.5
122.8,295.7,3383.0
122.8,298.2,3467.2
122.8,300.6,3126.5
122.8,303.0,4029.5
122.8,305.4,3795.8
122.8,307.9,3593.2
122.8,310.4,3408.8
122.8,312.9,3254.0
122.8,315.4,3113.5
122.8,317.9,2991.8
122.8,320.3,2880.8
122.8,322.9,2781.0
122.8,325.4,2697.2
122.8,327.9,2627.2
122.8,330.4,2556.5
122.8,332.9,2501.5
122.8,335.3,2457.8
122.8,337.8,2404.0
122.8,340.3,2368.2
122.8,342.8,2331.8
122.8,345.2,2295.8
122.8,347.7,2287.5
122.8,350.2,2267.2
122.8,352.7,2256.8
122.8,355.1,2245.2
122.8,357.6,2239.5
122.8,0.1,2241.2
122.8,2.6,2246.0
122.8,5.0,2261.0
122.8,7.5,2279.0
122.8,10.0,2295.0
122.8,12.4,2318.8
122.8,14.9,2349.5
122.8,17.3,2385.0
122.8,19.8,2429.0
122.8,22.2,2471.8
122.8,24.7,2511.2
122.8,27.2,2574.2
122.8,29.6,2644.8
122.8,32.1,2709.2
122.8,34.6,2788.8
122.8,37.1,2887.5
122.8,39.5,3001.2
122.8,42.0,3121.2
122.8,44.4,3262.5
122.8,46.9,3431.2
122.8,49.3,3614.5
122.8,51.8,3827.2
122.8,54.2,4057.8
122.8,56.7,3980.2
122.8,59.2,3889.0
122.8,61.7,3821.2
122.8,64.2,3288.5
122.8,66.7,3230.0
122.8,69.2,3171.5
122.8,71.7,3132.8
122.8,74.2,3098.0
122.8,76.6,3064.2
122.8,79.1,3026.8
122.8,81.6,3027.5
122.8,84.2,3016.0
122.8,86.7,3009.0
122.8,89.1,3010.5
122.8,91.6,3021.0
122.8,94.1,3027.0
122.8,96.6,3059.8
122.8,99.1,3080.0
122.8,104.3,2099.8
122.8,117.1,388.5
122.8,119.8,353.5
122.8,125.4,299.2
122.8,137.9,242.5
122.4,217.7,236.5
122.4,218.8,239.5
122.4,221.4,247.8
122.4,223.3,253.0
122.4,225.1,268.2
122.4,227.8,278.8
122.4,230.2,293.5
122.4,232.0,306.2
122.4,255.5,1478.8
122.4,267.7,1907.5
122.4,270.1,1941.5
122.4,272.4,2987.8
122.4,274.8,3001.8
122.4,277.3,3015.2
122.4,279.8,3052.0
122.4,282.3,3073.2
122.4,284.7,3116.8
122.4,287.2,3175.2
122.4,289.7,3225.5
122.4,292.1,3242.2
122.4,294.6,3358.5
122.4,297.0,3879.8
122.4,299.4,3970.8
122.4,301.9,4109.0
122.4,304.3,3915.8
122.4,306.8,3690.5
122.4,309.3,3483.5
122.4,311.8,3320.5
122.4,314.3,3171.5
122.4,316.8,3042.2
122.4,319.3,2930.0
122.4,321.8,2813.0
122.4,324.3,2732.5
122.4,326.8,2653.8
122.4,329.3,2588.5
122.4,331.7,2527.0
122.4,334.2,2469.0
122.4,336.7,2423.8
122.4,339.2,2384.2
122.4,341.7,2347.8
122.4,344.1,2308.5
122.4,346.7,2290.2
122.4,349.1,2270.2
122.4,351.6,2260.5
122.4,354.1,2246.2
122.4,356.6,2245.2
122.4,359.0,2242.0
122.4,1.5,2242.2
122.4,4.0,2246.0
122.4,6.4,2265.8
122.4,8.9,2286.5
122.4,11.3,2298.2
122.4,13.8,2328.5
122.4,16.3,2365.8
122.4,18.7,2404.2
122.4,21.2,2450.0
122.4,23.7,2495.0
122.4,26.1,2541.0
122.4,28.5,2609.5
122.4,31.0,2675.0
122.4,33.5,2749.5
122.4,36.0,2842.5
122.4,38.5,2947.0
122.4,40.9,3062.8
122.4,43.3,3201.8
122.4,45.8,3357.0
122.4,48.3,3531.2
122.4,50.7,3733.8
122.4,53.2,3946.0
122.4,55.7,4022.8
122.4,58.1,3928.8
122.4,60.6,3836.2
122.4,63.1,3320.5
122.4,65.6,3248.8
122.4,68.1,3194.8
122.4,70.6,3163.2
122.4,73.1,3108.2
122.4,75.6,3067.8
122.4,78.0,3047.5
122.4,80.5,3024.0
122.4,83.1,3039.0
122.4,85.6,3018.8
122.4,88.1,3016.0
122.4,90.5,3022.8
122.4,93.0,3032.0
122.4,95.5,3059.2
122.4,98.0,3072.2
122.4,105.7,1946.0
122.4,115.8,402.2
122.4,118.8,371.8
122.4,124.4,311.8
122.4,135.5,249.2
122.4,217.2,236.0
122.4,220.0,240.2
122.4,223.8,251.2
122.4,224.7,261.2
122.4,226.7,270.5
122.4,229.2,281.0
122.4,231.6,296.5
122.4,254.4,1495.0
122.4,256.8,1494.0
122.4,269.0,1923.0
122.4,271.4,1989.0
122.4,273.7,3001.2
122.4,276.2,3015.8
122.4,278.6,3040.8
122.4,281.1,3076.5
122.4,283.6,3106.8
122.4,286.0,3167.5
122.4,288.5,3173.8
122.4,290.9,3845.2
122.4,293.4,3905.2
122.4,295.8,3856.2
122.4,298.3,3941.0
122.4,300.8,3123.8
122.4,303.2,4008.5
122.4,305.6,3793.0
122.4,308.1,3581.2
122.4,310.6,3390.8
122.4,313.1,3246.2
122.4,315.6,3095.2
122.4,318.1,2981.5
122.4,320.5,2864.0
122.4,323.1,2766.8
122.4,325.6,2691.8
122.4,328.1,2618.8
122.4,330.6,2550.8
122.4,333.1,2496.8
122.4,335.5,2451.5
122.4,338.0,2403.2
122.4,340.5,2361.8
122.4,343.0,2326.8
122.4,345.5,2295.2
122.4,347.9,2285.2
122.4,350.4,2267.8
122.4,352.9,2260.8
122.4,355.4,2256.5
122.4,357.9,2251.5
122.4,0.3,2240.5
122.4,2.8,2245.0
122.4,5.3,2262.8
122.4,7.8,2280.8
122.4,10.2,2292.5
122.4,12.6,2317.5
122.4,15.1,2353.2
122.4,17.5,2391.0
122.4,20.0,2426.5
122.4,22.4,2467.0
122.4,24.9,2519.2
122.4,27.4,2579.5
122.4,29.8,2646.5
122.4,32.3,2713.5
122.4,34.8,2790.8
122.4,37.2,2896.8
122.4,39.7,3008.2
