Rotation,Angle (deg),Distance (mm)
339.2,67.3,2565.0
339.2,69.8,2518.0
339.2,72.3,2489.0
339.2,74.8,2453.5
339.2,77.2,2429.0
339.2,79.7,2412.5
339.2,82.2,2394.5
339.2,84.8,2381.5
339.2,87.2,2380.5
339.2,89.7,2380.5
339.2,92.2,2384.2
339.2,94.7,2388.2
339.2,97.2,2400.0
339.2,99.7,2422.5
339.2,102.1,2426.5
339.2,104.7,2085.0
339.2,107.1,1798.8
339.2,137.4,243.2
339.2,220.2,232.0
339.2,222.0,241.5
339.2,223.8,246.8
339.2,262.0,4442.5
339.2,264.5,4433.2
339.2,266.9,4433.2
339.2,269.4,4425.8
339.2,271.8,4437.0
339.2,274.4,4452.5
339.2,276.8,4457.2
339.2,279.3,4485.2
339.2,281.7,4542.5
339.2,284.2,4574.8
339.2,286.6,4622.2
339.2,289.1,4685.2
339.2,291.5,4754.2
339.2,294.0,4857.2
339.2,296.5,4920.0
339.2,299.0,3509.2
339.2,301.4,3351.5
339.2,303.9,3452.2
339.2,306.3,3557.2
339.2,308.8,3534.2
339.2,311.2,3365.0
339.2,313.7,3223.5
339.2,316.2,3071.5
339.2,318.7,2952.0
339.2,321.1,2846.0
339.2,323.7,2751.0
339.2,326.2,2676.2
339.2,328.6,2611.0
339.2,331.1,2542.8
339.2,333.5,2491.0
339.2,336.0,2443.0
339.2,338.5,2400.0
339.2,341.0,2363.5
339.2,343.4,2327.2
339.2,345.9,2301.2
339.2,348.4,2282.5
339.2,350.8,2261.8
339.2,353.3,2240.5
339.2,355.8,2241.8
339.2,358.2,2241.8
339.2,0.7,2245.0
339.2,3.2,2256.0
339.2,5.6,2261.2
339.2,8.1,2279.2
339.2,10.5,2292.0
339.2,13.0,2321.0
339.2,15.4,2354.2
339.2,17.9,2392.2
339.2,20.3,2429.0
339.2,22.8,2471.0
339.2,25.2,2527.5
339.2,27.7,2586.2
339.2,30.1,2657.0
339.2,32.6,2722.0
339.2,35.1,2810.0
339.2,37.5,2915.5
339.2,40.0,3025.8
339.2,42.4,3157.5
339.2,44.9,3304.5
339.2,47.4,3187.0
339.2,49.8,3064.8
339.2,52.3,2975.8
339.2,54.8,2876.8
339.2,57.3,2794.0
339.2,59.8,2718.2
339.2,62.3,2662.2
339.2,64.8,2605.5
339.2,67.2,2561.2
339.2,69.7,2519.5
339.2,72.2,2480.8
339.2,74.7,2455.2
339.2,77.1,2430.8
339.2,79.6,2406.2
339.2,82.1,2389.2
339.2,84.7,2380.0
339.2,87.2,2375.0
339.2,89.7,2375.0
339.2,92.1,2380.2
339.2,94.6,2389.0
339.2,97.1,2401.8
339.2,99.6,2417.2
338.8,102.0,2428.5
338.8,104.6,2106.2
338.8,107.0,1805.0
338.8,137.2,244.2
338.8,220.1,231.5
338.8,220.7,241.2
338.8,223.2,249.2
338.8,227.7,268.2
338.8,262.2,0.0
338.8,261.9,4452.5
338.8,264.4,4447.0
338.8,266.8,4439.8
338.8,269.3,4407.5
338.8,271.8,4333.5
338.8,274.2,4324.8
338.8,276.7,4446.0
338.8,279.1,4474.0
338.8,281.6,4538.8
338.8,284.0,4575.8
338.8,286.5,4626.2
338.8,289.0,4699.8
338.8,291.4,4760.5
338.8,293.9,4848.2
338.8,296.4,4947.5
338.8,298.8,3526.5
338.8,301.3,3332.2
338.8,303.7,3446.5
338.8,306.2,3555.5
338.8,308.6,3544.0
338.8,311.1,3374.2
338.8,313.6,3226.0
338.8,316.1,3073.2
338.8,318.5,2956.8
338.8,321.0,2845.2
338.8,323.6,2750.2
338.8,326.0,2678.0
338.8,328.5,2611.5
338.8,331.0,2541.5
338.8,333.5,2491.5
338.8,336.0,2441.8
338.8,338.4,2401.2
338.8,340.9,2363.8
338.8,343.3,2333.0
338.8,345.8,2297.0
338.8,348.3,2285.5
338.8,350.7,2266.8
338.8,353.2,2243.8
338.8,355.7,2240.8
338.8,358.1,2241.5
338.8,0.6,2241.8
338.8,3.1,2246.8
338.8,5.5,2262.2
338.8,8.0,2270.5
338.8,10.4,2294.2
338.8,12.8,2316.2
338.8,15.3,2349.0
338.8,17.8,2390.0
338.8,20.2,2433.2
338.8,22.7,2471.8
338.8,25.1,2528.5
338.8,27.5,2585.8
338.8,30.0,2654.2
338.8,32.4,2720.0
338.8,35.0,2808.8
338.8,37.4,2914.2
338.8,39.9,3025.0
338.8,42.3,3147.8
338.8,44.8,3301.0
338.8,47.3,3186.5
338.8,49.8,3068.8
338.8,52.2,2962.2
338.8,54.8,2876.2
338.8,57.2,2791.0
338.8,59.7,2721.8
338.8,62.2,2662.2
338.8,64.6,2603.0
338.8,67.1,2562.5
338.8,69.6,2524.0
338.8,72.1,2487.8
338.8,74.5,2459.2
338.8,77.0,2431.5
338.8,79.5,2413.2
338.8,82.0,2396.2
338.8,84.6,2383.2
338.8,87.1,2383.2
338.8,89.5,2380.2
338.8,92.0,2384.2
338.8,94.5,2386.2
338.8,97.0,2393.0
338.8,99.4,2419.0
338.8,101.9,2423.8
338.8,104.5,2117.8
338.8,106.9,1822.8
338.8,136.9,246.8
338.8,218.5,232.5
338.8,220.7,241.2
338.8,223.8,246.8
338.8,227.7,268.2
338.8,249.2,565.8
338.8,259.7,0.0
338.8,257.2,2436.8
338.8,261.8,4452.5
338.8,264.3,4316.0
338.8,266.8,4297.8
338.8,269.2,4303.8
338.8,271.7,4304.8
338.8,274.1,4318.5
338.8,276.6,4451.8
338.8,279.1,4489.0
338.8,281.5,4511.8
338.8,284.0,4573.8
338.8,286.5,4625.2
338.8,288.9,4703.8
338.8,291.4,4753.0
338.8,293.8,4865.0
338.8,296.3,4949.8
338.8,298.8,3521.8
338.8,301.2,3328.0
338.8,303.7,3442.0
338.8,306.1,3556.8
338.8,308.5,3553.8
338.8,311.0,3373.8
338.8,313.5,3230.5
338.8,316.0,3080.0
338.8,318.5,2964.2
338.8,320.9,2851.5
338.8,323.5,2754.2
338.8,325.9,2676.8
338.8,328.4,2609.8
338.8,330.9,2545.8
338.8,333.4,2495.0
338.8,335.8,2453.5
338.8,338.3,2402.0
338.8,340.8,2362.8
338.8,343.2,2330.0
338.8,345.8,2303.8
338.8,348.2,2287.8
338.8,350.7,2263.0
338.8,353.1,2243.2
338.8,355.6,2240.5
338.8,358.1,2241.2
338.8,0.5,2240.5
338.8,3.0,2246.0
338.8,5.5,2262.5
338.8,7.9,2279.2
338.8,10.3,2291.5
338.8,12.8,2322.0
338.8,15.2,2354.2
338.8,17.7,2388.0
338.8,20.1,2427.0
338.8,22.6,2472.2
338.8,25.0,2518.0
338.8,27.5,2582.5
338.8,29.9,2652.8
338.8,32.4,2721.0
338.8,34.9,2802.5
338.8,37.4,2912.2
338.8,39.8,3014.8
338.8,42.3,3145.5
338.8,44.7,3293.5
338.8,47.2,3197.8
338.8,49.7,3077.8
338.8,52.2,2968.5
338.8,54.6,2876.8
338.8,57.1,2793.2
338.8,59.6,2731.8
338.8,62.1,2660.8
338.8,64.6,2613.8
338.8,67.0,2570.0
338.8,69.5,2521.8
338.8,72.0,2487.2
338.8,74.5,2460.8
338.8,77.0,2428.8
338.8,79.4,2415.5
338.8,81.9,2394.8
338.8,84.5,2387.2
338.8,87.0,2382.2
338.8,89.4,2377.0
338.8,91.9,2381.5
338.8,94.4,2395.0
338.6,96.9,2396.0
338.6,99.3,2417.8
338.6,101.8,2425.2
338.6,104.4,2120.5
338.6,106.8,1835.0
338.6,131.7,272.5
338.6,137.9,248.8
338.6,219.9,231.5
338.6,221.1,239.2
338.6,222.7,250.8
338.6,252.3,2017.2
338.6,257.1,2436.5
338.6,261.8,4454.5
338.6,264.2,4449.8
338.6,266.7,4432.2
338.6,269.2,4437.0
338.6,271.6,4434.0
338.6,274.1,4449.0
338.6,276.5,4462.0
338.6,279.0,4476.8
338.6,281.5,4522.2
338.6,283.9,4584.5
338.6,286.4,4631.2
338.6,288.9,4702.8
338.6,291.3,4762.8
338.6,293.8,4853.8
338.6,296.2,4951.0
338.6,298.7,3529.0
338.6,301.2,3327.2
338.6,303.7,3437.2
338.6,306.1,3557.8
338.6,308.5,3550.0
338.6,311.0,3373.8
338.6,313.5,3226.5
338.6,316.0,3076.0
338.6,318.4,2956.0
338.6,320.9,2849.0
338.6,323.5,2757.5
338.6,325.9,2685.8
338.6,328.4,2613.0
338.6,330.9,2545.2
338.6,333.3,2494.0
338.6,335.8,2443.0
338.6,338.3,2401.0
338.6,340.8,2363.8
338.6,343.2,2327.8
338.6,345.7,2300.5
338.6,348.2,2282.5
338.6,350.6,2265.8
338.6,353.1,2241.0
338.6,355.6,2236.8
338.6,358.0,2238.8
338.6,0.5,2251.0
338.6,3.0,2259.0
338.6,5.4,2266.2
338.6,7.9,2271.5
338.6,10.3,2294.5
338.6,12.8,2318.2
338.6,15.2,2352.0
338.6,17.7,2389.0
338.6,20.1,2429.0
338.6,22.6,2473.5
338.6,25.0,2525.5
338.6,27.5,2584.0
338.6,29.9,2649.5
338.6,32.4,2718.2
338.6,34.9,2802.5
338.6,37.4,2914.8
338.6,39.8,3017.5
338.6,42.3,3148.8
338.6,44.7,3293.0
338.6,47.2,3192.5
338.6,49.7,3071.0
338.6,52.2,2970.0
338.6,54.6,2881.2
338.6,57.1,2794.8
338.6,59.6,2722.5
338.6,62.1,2660.5
338.6,64.6,2612.5
338.6,67.1,2563.5
338.6,69.5,2524.2
338.6,72.0,2484.8
338.6,74.5,2454.2
338.6,77.0,2429.0
338.6,79.5,2414.2
338.6,81.9,2392.2
338.6,84.5,2378.2
338.6,87.0,2376.2
338.6,89.5,2378.0
338.6,91.9,2384.0
338.6,94.4,2385.0
338.6,96.9,2399.8
338.6,99.4,2418.2
338.6,101.9,2425.0
338.6,104.4,2119.5
338.6,106.8,1825.0
338.6,137.3,243.2
338.6,219.9,230.5
338.6,220.8,239.2
338.6,223.2,246.8
338.6,259.6,0.0
338.6,257.1,2438.5
338.6,261.8,4453.5
338.6,264.2,4454.5
338.6,266.7,4430.5
338.6,269.2,4433.2
338.6,271.6,4439.8
338.6,274.1,4446.0
338.6,276.6,4453.5
338.6,279.0,4486.2
338.6,281.5,4511.0
338.6,284.0,4574.8
338.6,286.4,4628.2
338.6,288.9,4697.5
338.6,291.3,4758.5
338.6,293.8,4858.2
338.6,296.2,4946.5
338.6,298.8,3533.0
338.6,301.2,3328.0
338.6,303.6,3440.8
338.6,306.1,3550.5
338.6,308.5,3552.5
338.6,311.0,3376.5
338.6,313.5,3227.0
338.6,316.0,3081.5
338.6,318.4,2958.5
338.6,320.9,2853.0
338.6,323.4,2756.2
338.6,325.9,2686.8
338.6,328.4,2611.8
338.6,330.8,2544.0
338.6,333.3,2494.0
338.6,335.8,2454.5
338.6,338.3,2404.5
338.6,340.7,2363.2
338.6,343.2,2332.5
338.6,345.7,2300.2
338.6,348.2,2281.0
338.6,350.6,2266.5
338.6,353.1,2243.2
338.6,355.6,2239.0
338.6,358.0,2237.5
338.6,0.5,2242.2
338.6,3.0,2245.5
338.6,5.4,2259.0
338.6,7.9,2271.8
338.6,10.3,2292.5
338.6,12.8,2320.2
338.6,15.2,2352.8
338.6,17.7,2388.5
338.6,20.1,2426.8
338.6,22.5,2469.0
338.6,25.0,2527.2
338.6,27.4,2588.0
338.6,29.9,2654.2
338.6,32.3,2717.8
338.6,34.9,2803.5
338.6,37.4,2909.8
338.6,39.8,3025.0
338.6,42.2,3152.2
338.6,44.7,3303.5
338.6,47.2,3198.2
338.6,49.7,3072.8
338.6,52.1,2975.0
338.6,54.6,2879.5
338.6,57.1,2794.8
338.6,59.6,2736.8
338.6,62.1,2660.2
338.6,64.6,2615.0
338.6,67.0,2567.0
338.6,69.5,2523.2
338.6,72.0,2490.0
338.6,74.5,2455.5
338.2,76.9,2429.0
338.2,79.4,2415.8
338.2,81.9,2392.8
338.2,84.5,2380.0
338.2,87.0,2381.0
338.2,89.4,2376.5
338.2,91.9,2381.5
338.2,94.4,2389.5
338.2,96.9,2398.8
338.2,99.3,2419.5
338.2,101.8,2428.0
338.2,104.4,2122.8
338.2,107.0,1835.5
338.2,137.3,249.5
338.2,219.9,232.0
338.2,220.8,239.2
338.2,224.8,248.8
338.2,252.3,2013.0
338.2,261.8,4448.0
338.2,264.2,4303.0
338.2,266.7,4315.2
338.2,269.1,4300.5
338.2,271.6,4302.0
338.2,274.1,4323.8
338.2,276.5,4461.0
338.2,279.0,4488.2
338.2,281.5,4544.5
338.2,283.9,4582.5
338.2,286.4,4625.2
338.2,288.8,4698.5
338.2,291.3,4761.5
338.2,293.7,4849.5
338.2,296.2,4947.5
338.2,298.7,3539.8
338.2,301.1,3328.0
338.2,303.6,3445.2
338.2,306.0,3554.8
338.2,308.5,3549.5
338.2,311.0,3377.0
338.2,313.5,3227.5
338.2,315.9,3075.0
338.2,318.4,2960.5
338.2,320.9,2855.2
338.2,323.4,2757.2
338.2,325.9,2685.8
338.2,328.3,2616.5
338.2,330.8,2545.5
338.2,333.3,2494.2
338.2,335.8,2452.2
338.2,338.2,2404.8
338.2,340.7,2367.5
338.2,343.2,2332.0
338.2,345.6,2295.5
338.2,348.1,2282.5
338.2,350.6,2264.8
338.2,353.1,2253.0
338.2,355.5,2240.5
338.2,358.0,2237.0
338.2,0.5,2240.8
338.2,2.9,2245.5
338.2,5.3,2260.8
338.2,7.8,2279.8
338.2,10.2,2296.0
338.2,12.7,2317.2
338.2,15.2,2350.2
338.2,17.6,2391.5
338.2,20.1,2431.2
338.2,22.5,2471.0
338.2,25.0,2511.8
338.2,27.4,2581.0
338.2,29.9,2651.5
338.2,32.3,2715.0
338.2,34.9,2797.0
338.2,37.3,2909.5
338.2,39.7,3021.0
338.2,42.2,3145.5
338.2,44.6,3298.2
338.2,47.1,3204.2
338.2,49.6,3084.2
338.2,52.1,2961.8
338.2,54.6,2878.2
338.2,57.0,2795.2
338.2,59.6,2732.8
338.2,62.0,2666.2
338.2,64.5,2610.8
338.2,67.0,2564.2
338.2,69.5,2525.2
338.2,71.9,2487.0
338.2,74.4,2457.0
338.2,76.9,2427.0
338.2,79.4,2416.5
338.2,81.8,2395.5
338.2,84.4,2392.2
338.2,86.9,2376.5
338.2,89.4,2375.2
338.2,91.9,2381.0
338.2,94.3,2385.0
338.2,96.8,2399.5
338.2,99.3,2426.2
338.2,101.8,2425.8
338.2,104.3,2135.0
338.2,106.9,1825.8
338.2,138.4,243.2
338.2,219.9,232.0
338.2,222.3,238.8
338.2,224.4,247.0
338.2,259.5,0.0
338.2,261.7,4444.2
338.2,264.2,4454.5
338.2,266.6,4433.2
338.2,269.1,4432.2
338.2,271.6,4430.5
338.2,274.0,4449.0
338.2,276.5,4466.5
338.2,279.0,4481.5
338.2,281.4,4545.5
338.2,283.9,4575.8
338.2,286.3,4624.2
338.2,288.8,4691.5
338.2,291.3,4746.8
338.2,293.7,4859.5
338.2,296.2,4955.5
338.2,298.7,3534.2
338.2,301.1,3328.5
338.2,303.6,3445.2
338.2,306.0,3552.5
338.2,308.5,3549.5
338.2,311.0,3376.5
338.2,313.4,3232.0
338.2,315.9,3077.5
338.2,318.4,2957.5
338.2,320.8,2856.5
338.2,323.4,2756.2
338.2,325.8,2687.5
338.2,328.3,2615.0
338.2,330.8,2552.8
338.2,333.3,2496.2
338.2,335.7,2455.2
338.2,338.2,2405.5
338.2,340.7,2370.2
338.2,343.2,2330.2
338.2,345.6,2298.5
338.2,348.1,2286.0
338.2,350.6,2262.8
338.2,353.0,2252.8
338.2,355.5,2240.2
338.2,358.0,2240.8
338.2,0.4,2241.2
338.2,2.9,2244.5
338.2,5.3,2260.2
338.2,7.8,2271.8
338.2,10.2,2287.2
338.2,12.7,2318.5
338.2,15.1,2353.0
338.2,17.6,2392.2
338.2,20.0,2430.0
338.2,22.5,2473.2
338.2,24.9,2516.2
338.2,27.4,2582.2
338.2,29.8,2652.0
338.2,32.3,2717.0
338.2,34.9,2798.5
338.2,37.3,2903.8
338.2,39.7,3017.5
338.2,42.2,3147.2
338.2,44.6,3292.5
338.2,47.1,3196.2
338.2,49.6,3074.2
338.2,52.1,2986.5
338.2,54.6,2883.5
338.2,57.0,2800.5
338.2,59.5,2736.8
338.2,62.0,2667.0
338.2,64.5,2618.0
338.2,67.0,2565.0
338.2,69.5,2524.5
338.2,71.9,2490.0
338.2,74.4,2459.2
338.2,76.9,2426.2
338.2,79.3,2419.5
338.2,81.8,2396.0
338.2,84.4,2384.0
338.2,86.9,2384.5
337.8,89.4,2378.8
337.8,91.9,2379.0
337.8,94.3,2390.0
337.8,96.8,2402.8
337.8,99.3,2420.0
337.8,101.8,2427.5
337.8,104.3,2141.0
337.8,106.9,1839.5
337.8,133.6,261.0
337.8,136.6,249.2
337.8,218.8,230.0
337.8,220.9,240.2
337.8,222.6,248.2
337.8,227.5,268.2
337.8,259.5,0.0
337.8,261.7,4447.0
337.8,264.2,4446.0
337.8,266.6,4442.5
337.8,269.1,4438.8
337.8,271.5,4434.0
337.8,274.0,4456.2
337.8,276.5,4469.2
337.8,278.9,4478.8
337.8,281.4,4517.5
337.8,283.9,4572.8
337.8,286.3,4624.2
337.8,288.8,4691.5
337.8,291.2,4754.2
337.8,293.7,4855.0
337.8,296.2,4944.0
337.8,298.7,3536.0
337.8,301.1,3328.0
337.8,303.5,3440.8
337.8,306.0,3556.0
337.8,308.5,3556.0
337.8,310.9,3379.8
337.8,313.4,3232.0
337.8,315.9,3082.5
337.8,318.3,2963.5
337.8,320.8,2854.5
337.8,323.4,2759.8
337.8,325.8,2687.8
337.8,328.3,2618.0
337.8,330.8,2548.5
337.8,333.3,2494.8
337.8,335.7,2453.2
337.8,338.2,2404.5
337.8,340.7,2368.0
337.8,343.1,2334.2
337.8,345.6,2314.0
337.8,348.1,2285.0
337.8,350.5,2268.2
337.8,353.0,2243.8
337.8,355.5,2238.0
337.8,358.0,2237.5
337.8,0.4,2241.8
337.8,2.9,2244.2
337.8,5.3,2261.0
337.8,7.8,2270.5
337.8,10.2,2289.2
337.8,12.7,2315.2
337.8,15.1,2354.5
337.8,17.6,2391.2
337.8,20.0,2430.0
337.8,22.5,2471.0
337.8,24.9,2521.5
337.8,27.4,2579.0
337.8,29.8,2649.0
337.8,32.3,2717.8
337.8,34.8,2798.5
337.8,37.2,2907.8
337.8,39.7,3019.2
337.8,42.1,3150.8
337.8,44.6,3295.8
337.8,47.1,3203.2
337.8,49.6,3075.0
337.8,52.1,2982.2
337.8,54.5,2887.2
337.8,57.0,2802.5
337.8,59.5,2721.8
337.8,62.0,2660.8
337.8,64.5,2611.8
337.8,67.0,2565.2
337.8,69.5,2523.0
337.8,71.9,2489.0
337.8,74.4,2459.8
337.8,76.9,2432.2
337.8,79.3,2418.0
337.8,81.8,2396.0
337.8,84.4,2385.8
337.8,86.9,2379.2
337.8,89.3,2384.0
337.8,91.8,2380.2
337.8,94.3,2386.8
337.8,96.8,2401.8
337.8,99.3,2420.8
337.8,101.8,2427.2
337.8,104.3,2137.2
337.8,106.9,1837.8
337.8,134.2,256.2
337.8,136.8,249.2
337.8,219.6,228.8
337.8,222.3,238.8
337.8,224.8,248.0
337.8,247.3,471.0
337.8,259.5,0.0
337.8,261.7,4452.5
337.8,264.2,4307.2
337.8,266.6,4303.8
337.8,269.1,4279.0
337.8,271.6,4297.8
337.8,274.0,4307.2
337.8,276.5,4461.0
337.8,279.0,4490.0
337.8,281.4,4537.8
337.8,283.9,4577.5
337.8,286.3,4631.2
337.8,288.8,4696.5
337.8,291.3,4761.5
337.8,293.7,4849.5
337.8,296.2,4958.0
337.8,298.7,3535.0
337.8,301.1,3334.8
337.8,303.6,3445.2
337.8,306.0,3553.0
337.8,308.5,3551.8
337.8,310.9,3381.5
337.8,313.4,3230.5
337.8,315.9,3079.8
337.8,318.4,2957.5
337.8,320.8,2853.0
337.8,323.4,2756.2
337.8,325.8,2677.0
337.8,328.3,2614.0
337.8,330.8,2546.0
337.8,333.3,2493.5
337.8,335.7,2451.8
337.8,338.2,2414.5
337.8,340.7,2368.0
337.8,343.1,2330.2
337.8,345.6,2305.5
337.8,348.1,2288.0
337.8,350.5,2268.0
337.8,353.0,2258.2
337.8,355.5,2243.0
337.8,358.0,2237.5
337.8,0.4,2240.8
337.8,2.9,2242.2
337.8,5.3,2261.2
337.8,7.8,2266.5
337.8,10.2,2290.2
337.8,12.7,2314.8
337.8,15.1,2354.0
337.8,17.6,2390.5
337.8,20.0,2429.0
337.8,22.5,2473.5
337.8,25.0,2526.0
337.8,27.4,2580.2
337.8,29.9,2646.5
337.8,32.3,2716.0
337.8,34.9,2803.5
337.8,37.3,2908.8
337.8,39.7,3019.2
337.8,42.2,3148.2
337.8,44.6,3298.8
337.8,47.1,3195.2
337.8,49.6,3076.5
337.8,52.1,2988.2
337.8,54.6,2886.8
337.8,57.1,2798.5
337.8,59.5,2734.0
337.8,62.0,2668.0
337.8,64.5,2616.0
337.8,67.0,2559.8
337.8,69.5,2523.2
337.8,72.0,2491.0
337.8,74.4,2455.2
337.8,76.9,2431.8
337.8,79.4,2414.2
337.8,81.9,2396.8
337.8,84.4,2384.0
337.8,86.9,2377.8
337.8,89.4,2381.0
337.8,91.9,2381.0
337.8,94.4,2393.5
337.8,96.8,2400.8
337.8,99.3,2417.8
337.8,101.8,2423.2
337.8,104.3,2123.8
337.8,106.9,1837.8
337.6,138.0,244.5
337.6,219.9,232.0
337.6,222.4,238.8
337.6,223.0,247.5
337.6,227.5,268.2
337.6,249.4,565.0
337.6,259.6,0.0
337.6,261.8,4457.2
337.6,264.2,4450.8
337.6,266.7,4433.2
337.6,269.2,4444.2
337.6,271.6,4439.8
337.6,274.1,4455.5
337.6,276.5,4464.8
337.6,279.0,4487.2
337.6,281.5,4514.8
337.6,283.9,4581.5
337.6,286.4,4627.2
337.6,288.9,4709.0
337.6,291.3,4769.0
337.6,293.8,4852.8
337.6,296.2,4960.2
337.6,298.7,3535.5
337.6,301.2,3329.5
337.6,303.6,3446.0
337.6,306.1,3557.2
337.6,308.5,3550.0
337.6,311.0,3373.8
337.6,313.5,3228.0
337.6,316.0,3080.0
337.6,318.4,2956.8
337.6,320.9,2844.0
337.6,323.4,2755.5
337.6,325.9,2678.0
337.6,328.4,2610.5
337.6,330.8,2542.2
337.6,333.3,2492.2
337.6,335.8,2444.5
337.6,338.3,2398.2
337.6,340.8,2363.8
337.6,343.2,2332.8
337.6,345.7,2305.5
337.6,348.2,2284.8
337.6,350.7,2265.5
337.6,353.1,2246.0
337.6,355.6,2243.5
337.6,358.0,2241.2
337.6,0.5,2240.2
337.6,3.0,2242.0
337.6,5.4,2258.5
337.6,7.9,2272.0
337.6,10.3,2291.2
337.6,12.8,2317.8
337.6,15.2,2352.2
337.6,17.7,2391.0
337.6,20.1,2434.5
337.6,22.6,2473.0
337.6,25.1,2529.0
337.6,27.5,2579.5
337.6,29.9,2652.2
337.6,32.4,2720.8
337.6,34.9,2804.0
337.6,37.4,2910.8
337.6,39.8,3020.0
337.6,42.3,3152.2
337.6,44.7,3298.8
337.6,47.2,3193.8
337.6,49.7,3072.8
337.6,52.2,2967.2
337.6,54.7,2884.0
337.6,57.2,2796.8
337.6,59.7,2721.2
337.6,62.1,2661.2
337.6,64.6,2615.5
337.6,67.1,2565.2
337.6,69.6,2523.0
337.6,72.0,2491.2
337.6,74.5,2458.0
337.6,77.0,2430.8
337.6,79.5,2416.0
337.6,81.9,2391.8
337.6,84.6,2386.8
337.6,87.0,2378.5
337.6,89.5,2382.5
337.6,92.0,2376.8
337.6,94.4,2392.5
337.6,96.9,2399.5
337.6,99.4,2418.5
337.6,101.9,2425.0
337.6,104.4,2116.0
337.6,106.9,1820.2
337.6,136.9,246.8
337.6,220.0,228.8
337.6,221.0,240.2
337.6,224.1,246.8
337.6,226.0,260.5
337.6,259.7,0.0
337.6,261.9,4457.2
337.6,264.3,4449.8
337.6,266.8,4442.5
337.6,269.2,4435.0
337.6,271.7,4438.8
337.6,274.2,4447.0
337.6,276.7,4462.8
337.6,279.1,4486.2
337.6,281.6,4542.5
337.6,284.0,4575.8
337.6,286.5,4632.2
337.6,289.0,4706.0
337.6,291.4,4764.8
337.6,293.9,4858.2
337.6,296.3,4919.0
337.6,298.8,3518.2
337.6,301.3,3334.8
337.6,303.7,3451.8
337.6,306.2,3554.2
337.6,308.6,3543.2
337.6,311.1,3370.5
337.6,313.6,3230.0
337.6,316.1,3072.8
337.6,318.5,2958.0
337.6,321.0,2847.0
337.6,323.5,2748.8
337.6,326.0,2685.0
337.6,328.5,2605.8
337.6,331.0,2541.0
337.6,333.4,2495.8
337.6,335.9,2439.5
337.6,338.4,2399.0
337.6,340.8,2363.5
337.6,343.3,2330.5
337.6,345.8,2296.8
337.6,348.3,2286.0
337.6,350.7,2266.2
337.6,353.2,2244.8
337.6,355.7,2239.8
337.6,358.1,2242.8
337.6,0.6,2244.2
337.6,3.0,2244.8
337.6,5.5,2261.5
337.6,8.0,2267.5
337.6,10.4,2291.5
337.6,12.9,2317.8
337.6,15.3,2353.5
337.6,17.8,2394.5
337.6,20.2,2430.0
337.6,22.7,2475.2
337.6,25.1,2526.2
337.6,27.6,2588.8
337.6,30.0,2658.0
337.6,32.5,2721.2
337.6,35.0,2808.5
337.6,37.4,2913.2
337.6,39.9,3028.5
337.6,42.3,3158.0
337.6,44.8,3306.8
337.6,47.3,3198.2
337.6,49.8,3071.5
337.6,52.3,2962.8
337.6,54.8,2880.2
337.6,57.2,2793.8
337.6,59.7,2717.5
337.6,62.2,2660.8
337.6,64.7,2608.8
337.6,67.2,2563.8
337.6,69.6,2514.8
337.6,72.1,2482.2
337.6,74.6,2458.2
337.6,77.1,2431.2
337.6,79.5,2415.8
337.6,82.0,2392.2
337.6,84.6,2384.5
337.6,87.1,2380.2
337.6,89.6,2377.2
337.6,92.0,2384.8
337.6,94.5,2392.5
337.6,97.0,2412.8
337.6,99.5,2421.5
337.6,102.0,2427.0
337.6,104.6,2110.8
337.6,107.0,1815.5
337.6,137.9,247.0
337.2,220.4,231.5
337.2,221.7,241.5
337.2,224.3,246.8
337.2,262.0,4447.0
337.2,264.5,4297.0
337.2,266.9,4295.2
337.2,269.4,4273.8
337.2,271.8,4288.2
337.2,274.3,4316.0
337.2,276.8,4467.5
337.2,279.2,4498.5
337.2,281.7,4517.5
337.2,284.2,4590.5
337.2,286.6,4630.2
337.2,289.1,4700.8
337.2,291.5,4763.8
337.2,294.0,4873.8
337.2,296.4,4915.5
337.2,298.9,3514.0
337.2,301.4,3355.8
337.2,303.8,3450.5
337.2,306.3,3572.0
337.2,308.7,3535.0
337.2,311.2,3361.8
337.2,313.7,3207.8
337.2,316.1,3064.2
337.2,318.6,2947.5
337.2,321.1,2840.0
337.2,323.7,2747.8
337.2,326.1,2672.5
337.2,328.6,2608.2
337.2,331.1,2541.2
337.2,333.6,2487.8
337.2,336.0,2440.5
337.2,338.5,2398.5
337.2,341.0,2363.0
337.2,343.4,2328.2
337.2,345.9,2295.2
337.2,348.4,2286.0
337.2,350.8,2267.8
337.2,353.3,2254.0
337.2,355.8,2242.8
337.2,358.3,2240.5
337.2,0.7,2243.5
337.2,3.2,2245.8
337.2,5.6,2260.0
337.2,8.1,2270.5
337.2,10.5,2288.0
337.2,13.0,2318.8
337.2,15.4,2353.8
337.2,17.9,2390.5
337.2,20.4,2434.8
337.2,22.8,2473.8
337.2,25.3,2527.5
337.2,27.7,2591.2
337.2,30.1,2661.2
337.2,32.6,2737.2
337.2,35.2,2813.8
337.2,37.6,2918.0
337.2,40.0,3043.5
337.2,42.5,3168.0
337.2,44.9,3315.2
337.2,47.4,3190.5
337.2,49.9,3061.0
337.2,52.4,2961.8
337.2,54.9,2864.5
337.2,57.4,2794.0
337.2,59.9,2721.2
337.2,62.3,2658.8
337.2,64.8,2608.5
